"doc_id","text"
721,"The article discusses the impact of Ernie Bot, an artificial intelligence (AI) chatbot developed by Baidu Inc., which has gained attention for its unique responses, including controversial views on the origins of COVID-19. It raises questions about Baidu's resurgence, given its past dominance and subsequent decline in the face of competition from super-apps and other platforms. Baidu's investment in generative AI has reignited excitement and increased its market value."
722,"• We described previously the misuse of generative AI used in drug discovery. • We now share further unpublished details on the experiment. • We place our experiences in the larger frame of other powerful technologies. • We provide a wake-up call for users of generative AI."
723,"The article focuses on the potential uses of Artificial Intelligence (AI) in education specifically in reducing workload and personalizing learning. Topics include automated marking and feedback using Natural Language Processing (NLP), generative AI for lesson planning and resource creation, and adaptive learning for individualized learning journeys."
724,"The article reports on the efforts by startup companies like Optic to prevent the potential adverse effects of generative artificial intelligence (AI) to companies and societies. According to Optic's Andrey Doronichev, AI could be used for disinformation, discrimination, and invasion of privacy. Also cited is the report by Grand View Research stating that the overall generative AI market will surpass 109 billion dollars by 2030."
725,"The article presents warning from artificial intelligence (AI) pioneer Geoffrey Hinton about the risks and dangers of generative AI. Issues discussed are potential use of generative AI as a tool for misinformation, possible flooding of the Internet with false photographs, videos and texts, potential of AI technologies to replace human workers, threat to humanity with the likelihood of development of autonomous weapons, and the need for scientists to collaborate on ways of controlling AI."
726,"Artificial intelligence and AI-assisted technologies must not be listed as an author or co-author of a manuscript. Recent major advances in large language models - sophisticated generative artificial intelligence (AI) algorithms trained on massive amounts of language data - have led to widely available writing tools such as OpenAI's popular chatbot, ChatGPT, that are able to analyze text and produce new content in response to user prompts."
727,"This Viewpoint examines various aspects of using generative artificial intelligence (AI) in health care, including assisting with making clinical diagnoses, and the challenges that come with using AI, such as ensuring the accuracy of the clinical data on which AI makes its diagnoses."
728,"An editorial is presented on the challenges posed by advancements in AI technology, including the Generative Pretrained Transformer (GPT), voice cloning mechanisms, and electrical-impulse mechanisms for exploring cognition. It highlights the ethical and philosophical questions raised by the unique interrelationships between humans and machines, particularly in fields such as education and research."
729,"The article offers information on five key agricultural technology trends anticipated in the agricultural industry in 2024. It includes the role played by generative artificial intelligence (AI) to cut costs and fuel innovations, another is the increased integration of digital twins into field tests and field test planning, and priority given by agriculture to sustainability and environmental protection."
730,"Ophthalmology has been one of the early adopters of artificial intelligence (AI) within the medical field. Deep learning (DL), in particular, has garnered significant attention due to the availability of large amounts of data and digitized ocular images. Currently, AI in Ophthalmology is mainly focused on improving disease classification and supporting decision-making when treating ophthalmic diseases such as diabetic retinopathy, age-related macular degeneration (AMD), glaucoma and retinopathy of prematurity (ROP). However, most of the DL systems (DLSs) developed thus far remain in the research stage and only a handful are able to achieve clinical translation. This phenomenon is due to a combination of factors including concerns over security and privacy, poor generalizability, trust and explainability issues, unfavorable end-user perceptions and uncertain economic value. Overcoming this challenge would require a combination approach. Firstly, emerging techniques such as federated learning (FL), generative adversarial networks (GANs), autonomous AI and blockchain will be playing an increasingly critical role to enhance privacy, collaboration and DLS performance. Next, compliance to reporting and regulatory guidelines, such as CONSORT-AI and STARD-AI, will be required to in order to improve transparency, minimize abuse and ensure reproducibility. Thirdly, frameworks will be required to obtain patient consent, perform ethical assessment and evaluate end-user perception. Lastly, proper health economic assessment (HEA) must be performed to provide financial visibility during the early phases of DLS development. This is necessary to manage resources prudently and guide the development of DLS."
731,"The article predicts three major trends for government and technology in 2024. The first prediction is that generative artificial intelligence (AI) will have a significant impact on the world, surpassing the advancements made in 2023. The article highlights the achievements of AI in solving complex math problems, developing new antibiotics, and predicting solar storms. The second prediction is that the government and military will further embrace and master 5G technology, with the deployment of Open Radio Access Networks (O-RAN) allowing for private and secure 5G networks. The final prediction is that technology will make it increasingly difficult to secure the 2024 presidential election, with the rise of misinformation and the potential use of AI to manipulate and deceive voters."
732,"The article focuses on the author's initial concerns about the release of a generative artificial intelligence (AI) model for content creation and the importance of teaching students to use AI responsibly in art education. Topics include the author's experience with the adoption of digital technology in photography, the continued relevance of photography classes, and suggestions for balancing traditional and digital media in art curriculum."
733,"A frequent use of conversational user interfaces (CUIs) today is improving the users' experience with online quantitative surveys. In this paper, we explore the use of CUIs in qualitative surveys. As a concrete use case, we adopt a specific, well-structured, qualitative research method called the repertory grid technique (RGT). We developed a hybrid user interface (HUI) that combines a graphical user interface (GUI) with a CUI to automate the distinct stages in a RGT survey. A pilot study was used to verify the feasibility of the approach and to fine-tune interface aspects of an initial prototype. In this paper, we report the results of a within-subject lab experiment with 24 participants that aimed to establish the performance and UX in a realistic context of a more advanced prototype. We observed a small decrease in UX in some hedonistic aspects, but also confirmed that the HUI performs similarly to a human agent in most pragmatic aspects. These results provide support for our hypothesis that automating qualitative surveys is possible with proper interface design. We hope that our work can inspire other researchers to design additional tools for qualitative survey automation, especially now that generative AI systems, such as ChatGPT, open up interesting new ways for computer systems to interact with users in natural language. [Display omitted] • Explored CUIs in qualitative survey automation, focusing on RGT methodology. • Developed HUI integrating GUI and CUI for experimenting RGT automation. • Conducted lab experiment with 24 participants for the HUI idea evaluation. • The HUI prototype showed UX decrease in hedonism, yet matched human agents pragmatically. • Our findings support AI-driven qualitative survey automation potential."
734,"In the new era of Artificial Intelligence (AI), Generative Pre-Trained Transformer (GPT) has emerged as a central technique for generating human-like texts. Over recent years, there has been a growing trend towards using GPT for building chatbot systems. However, pre-trained GPT models lack context awareness which can result in awkward dialogue in specific contexts. In this research, we propose a new information fusion based approach to fine tuning GPT models based on contextual data and two scenarios of evidence combination by means of Dempster–Shafer theory of evidence. To this end, we first design a Transformers-based dialog classification model to be trained with the contextual data, which is then used jointly with additional pre-trained models as sources of evidence for judging the output of a GPT model as a context-appropriate response. Two scenarios for modeling and combining evidence provided by the context-based dialog classification model and pre-trained models are also proposed. We conduct a set of experiments on several datasets associated with specific contexts to demonstrate the effectiveness of the proposed approach. The empirical results show that it can improve the contextuality of general GPT-2 and GPT-3.5 models in most cases of the testing datasets. • This paper proposes a new information fusion-based approach to fine tuning GPT models. • A method of construction and evaluation of synthetic datasets used for fine-tuning pre-trained GPT models. • A fine-tuned GPT framework based on Dempster–Shafer theory of evidence. • Two scenarios for evidence modeling and combination in the proposed fine-tuned GPT framework. • Comprehensive experiments to demonstrate the effectiveness of the proposed method."
735,"Volcanic processes create peculiar types of terrestrial and freshwater ecosystems but, surprisingly, very little is known about the infaunal palaeoecology of continental volcanic ecosystems such as caldera lakes and streams. Here, we report an invertebrate trace fossil association from the largest and best-exposed Permian (Cisuralian) supervolcano in Europe, the Bolzano Supervolcano. The fossil association is dominated by abundant trace fossils that are unusually straight, i.e., their curvature is zero along the entire preserved length. The trace fossils are attributed to Planolites and Palaeophycus and they form a bioturbated texture (ichnofabric) with a characteristically high bioturbation intensity (percent bioturbated>90%). U-shaped (Arenicolites) and concentrically-lined (Cylindrichnus) burrows are minor components of the ichnofabric. The characteristics of the trace fossil association suggest substrate colonization by r-strategic organisms during periods of minor volcanic activity. In these periods of stasis, the volcanic rocks were eroded by seasonal streams, which provided suitable softground substrates for the infauna. Insects are regarded as the most plausible tracemakers of the straight burrows. Similar ichnofabrics are found in other continental volcanoclastic sites, suggesting that ichnofabrics dominated by straight burrows may represent an ichnological proxy of brief windows for colonization in volcanically influenced freshwater environments. Generative artificial intelligence has been used to graphically reconstitute the tiering pattern and the palaeoenvironment. As such, this study provides the first application of AI to the graphic representation of a bioturbated palaeoenvironment. • Abundant straight burrows are documented from a Permian megacaldera. • r-selected insect larvae selectively ingested nutrient-rich particles. • The palaeoecosystem consisted of volcanically-influenced ponds and lakes. • Straight burrows may indicate volcanically-stressed freshwater ecosystems. • Generative AI is applied for the first time to the graphic representation of a bioturbated palaeoenvironment."
736,"• 138 psychiatrists responded to an online survey on ChatGPT/Bard/Bing AI. • 4 in 10 used ChatGPT-3.5 ""to assist in answering clinical questions"". • 7 in 10 somewhat agreed/agreed ""documentation will be/is more efficient"" after using these tools. • 8 in 10 agreed ""clinicians need more support/training in understanding these tools"". • Respondents expressed divergent opinions on the benefits and harms of chatbots. Following the launch of ChatGPT in November 2022, interest in large language model (LLM)-powered chatbots has surged with increasing focus on the clinical potential of these tools. Missing from this discussion, however, are the perspectives of physicians. The current study aimed to explore psychiatrists' experiences and opinions on this new generation of chatbots in mental health care. An online survey including both quantitative and qualitative responses was distributed to a non-probability sample of psychiatrists affiliated with the American Psychiatric Association. Findings revealed 44 % of psychiatrists had used OpenAI's ChatGPT-3.5 and 33 % had used GPT-4.0 ""to assist with answering clinical questions."" Administrative tasks were cited as a major benefit of these tools: 70 % somewhat agreed/agreed ""documentation will be/is more efficient"". Three in four psychiatrists (75 %) somewhat agreed/agreed ""the majority of their patients will consult these tools before first seeing a doctor"". Nine in ten somewhat agreed/agreed that clinicians need more support/training in understanding these tools. Open-ended responses reflected these opinions but respondents also expressed divergent opinions on the value of generative AI in clinical practice, including its impact on the future of the profession."
737,"The article provides a glimpse into how artificial intelligence (AI) might shape advertising in the future through product placements as marketers look to reach younger viewers and viewership is shifting to social media platforms. It discusses the work of technology start-up Rembrand which uses generative AI to transform product placements and its experiment with animations. Also noted is the use of Rembrand's marketplace by advertisers to connect with creators from advertising agencies."
738,"The article offers outlook on the potential of generative artificial intelligence (AI) tools like chatbots to revolutionize and transform education, provide lessons and teach students. It presents predictions on the development of personalized tutoring chatbots and automated teaching platforms that customize lessons for each student. It raises concerns about AI-assisted instruction such as feeding of false information, degenerative effects on student learning, privacy and intellectual property."
739,"The article reports that American technology company has surpassed rival Apple as the world's most valuable company after its market value increased by more than 1 trillion U.S. dollars in 2023. Cited are the reordering of the stock market caused by the advent of generative artificial intelligence (AI), the technology companies that dominates the top of the list, and the impact of Apple's absence in the AI business on its revenue."
740,"The article focuses on OpenAI's first developer conference where artist Alexander Reben presented AI-generated art criticism, highlighting the intersection of AI and the arts. As AI, particularly generative AI like GPT-4, advances rapidly, artists grapple with its creative potential, with some embracing its innovative possibilities and others expressing concerns about unauthorized use and copyright issues."
741,"The article reports on the generative artificial intelligence (AI) systems being built by South Korean companies to be more competitive and diverse. These include Clova X run by Internet company Naver for Korean language speakers, Exaone built by LG that is capable of creating original content, and Samsung Gauss used to compose emails, summarize documents and translate text. It also informs about the collaboration of telecommunications firms KT and Jasmine Group on a large language model."
742,"The practice of medicine, and also medical education, typically adopts a problem-solving approach to identify “what is going wrong” with a situation. However, an alternative is Appreciative Inquiry (AI), which adopts a positive and strengths-based approach to identify “what is going well” with a situation. The AI approach can be used for the development and enhancement of the potential of both individuals and organizations. An essential aspect of the AI approach is the generative process, in which a new situation is envisioned and both individual and collective strengths are mobilized to make changes to achieve the valued future situation. The AI approach has been widely used in the world of business and general education, but is has an exciting potential for medical education, including curriculum development, faculty development, supporting learners through academic advising and mentoring, but also for enhancing the teaching and learning of both individuals and groups. This AMEE Guide describes the core principles of AI and their practical application in medical education."
743,"News India and Japan became the first countries outside the USto get access to the Generative Search Experience viaGoogle's Search Labs initiative India and Japan became the first two countries outsidethe US to get access to Google's Generative SearchExperience as the company introduced its Search Labsinitiative in the two Asian nations. Related: * Generative AI man typing on laptop google search internet web browswer100756898 origGetty Images / Google."
744,"News Analysis Google will match rival Microsoft's pricing with itsDuet AI assistant, which is available as an add-on tocustomers in its Enterprise tier - at $30 per user eachmonth Google's Duet AI is now generally available, bringing thegenerative AI assistant to its range of Workplaceproductivity apps, the company announced on Tuesday. Related: * Generative AI * Artificial Intelligence * Google Workspace Duet AI in MeetGoogle Duet AI presentation Google Duet AI can help create a summary from relevant sourcedocuments and then automatically build a presentation inSlides. The launch of Duet AI means Google has beaten Microsoft tomarket with genAI tools for its office software suite."
745,"Companies are looking to hire more people with experiencewith artificial intelligence (AI) as the arrival ofgenerative AI tools and platforms forces enterprises tore-think their digital strategies, according to newstudies from employment websites. Upwork determined the top AI hires by looking at each jobposting and the skills freelance job seekers attached totheir online profile; that included gen AI tools, likeChatGPT. The top 10 generative AI-related job hires were: ChatGPT,Natural Language Processing (NLP), Tensorflow, ImageProcessing, Pytorch, AI Content Creation, Midjourney, AIChatbot, LLM tuning, and Stable Diffusion."
746,"AI outpaces company preparedness to deal with it However, the survey also showed that IT leaders think that AI development is outpacing organizational preparedness, causing them to express concern about their implementation roadmap and overall readiness. New research from AMD has found that IT leaders are optimistic about the potential benefits of artificial intelligence, but are worried that their organizations are not prepared to implement the technology, whose development has accelerated with the rapid adavancement of generative AI. Unsurprisingly, those leaders who said their organization would be prioritizing AI implementation this year were the most optimistic about the potential benefits of AI, with 75% of those expressing a positive view, believing that not investing would be a risk, as it could result in their organization falling behind their industry competitors."
747,"News Analysis One in four workers do not feel trusted by their employer,and as more organizations roll out or pilot AI platforms tounlock efficiencies, employees are fearful of being replaced bya machine Managers are under more pressure to drive productivity, andironically efficiencies created by generative artificialintelligence (AI) tools are a big part of why expectations aregrowing. EY research for clients has also found that employees arespending about a third of their time on performative tasks;these are tasks they do to appear productive"", Stier continued.""AI is for the people who we've hired to be the A and Bperformers; it's going to help them do their jobs."
748,"The researchers speculate that topics might include the use of smart speakers to help in keyboard strike classification (that's what I call Siri Sleuthing), or the addition of generative AI-style LLM models to improve keystroke recognition. A UK research team based at Durham University has identified an exploit that could allow attackers to figure out what you type on your MacBook Pro -- based on the sound each keyboard tap makes."
749,"The article talks about the common practice among songwriters in creating pitch records done by looking for tunes recorded with generative artificial intelligence (AI) that mimics the vocals of the artists being pitched. Cited are the impact that the AI voice synthesis has on songwriters, producers and artists, the ability of voice recreation tools in democratizing songwriting, and the ability of AI to mimic the voice of some artists."
750,"The article discusses the popularity of OpenAI's ChatGPT, the first widely-used generative AI tool. However, the author suggests that it may not be the best option and encourages readers to explore other powerful alternatives. The article explains that there are thousands of comparable models available, with Stanford scientists creating a resource called Constellation to visualize and understand them. The author highlights Microsoft and Meta's LLaMA 2 as a new LLM offering and mentions that Apple has reportedly developed its own LLM called ""AppleGPT."" The article also emphasizes the importance of using multiple sources and tools to verify information obtained from LLM-based chatbots, as they can be prone to errors and hallucinations. The author recommends experimenting with various AI tools and using AI as a writing partner to enhance writing and thinking skills."
751,"News OpenAI is reportedly under additional legal scrutiny, asthe US Federal Trade Commission asks the company to givedetailed explanations of its business practices The US Federal Trade Commission is reportedly investigatingChatGPT maker OpenAI for potential violations of consumerprotection regulations involving data privacy and falsestatements about third parties. [Prepare for generative AI with experimentation and clearguidelines] While the FTC declined to comnent, OPenAI CEO Sam Altman issued aresponse to the reports on Twitter."
752,"News Five months after Google announced it was launching its owngenerative AI chatbot, the company has addressed the data privacyissues that had previously made it inaccessible to EU residents. Like other generative AI chatbots, Bard is powered by a largelanguage model (LLM), in this case a lightweight variant ofLaMDA, Google's main natural-language processing model."
753,"News Five months after Google announced it was launching its owngenerative AI chatbot, the company has addressed the dataprivacy issues that had previously made it inaccessible to EUresidents. Like other generative AI chatbots, Bard is powered by a largelanguage model (LLM), in this case a lightweight variant ofLaMDA, Google's main natural-language processing model."
754,"An introduction is presented in which the editor discusses articles in the issue on topics including the emergence of generative Artificial intelligence (AI) and its impact on customer relationship management (CRM) software, particularly in content generation for marketing, and sales."
755,"""Because the OpenAI Language Models cannot functionwithout the expressive information extracted fromPlaintiffs' works (and others) and retained inside them,the OpenAI Language Models are themselves infringingderivative works"", according to the complaint in thatcase, also filed in the Northern District of California. News A new lawsuit against OpenAI could decide whetherthe company's use of training data scraped from thepublic internet may continue OpenAI, the Microsoft-backed company that developed theChatGPT generative AI chatbot, is the defendant in afederal class action lawsuit filed this week inCalifornia, where it is accused of misappropriatingpersonal information for training purposes."
756,"Automating yourself out of a job Berkowitz noted that in his current role, where he is helping to develop AI and machine learning tools to eliminate manual data analytics tasks, he may well be automating himself out of a job. Generative artificial intelligence (AI) tools such as ChatGPT are rapidly gaining traction, allowing the technology to be used throughout the enterprise to automate a variety of manual tasks performed by workers today, leading to what's expected to be a major shift in the global job market."
757,"Related: * Browsers * Artificial Intelligence * Chatbots * Chrome * Genterative AI opera ai image OperaOpera's new Aria AI engine allows more detailed naturallanguage answers to user web querries. News Opera One is an extensive makeover of the Chrome-based web browser that allows ChatGPT natural languageprocessing and offers a new, more modular UI design. aria imageOperaOpera went live today with Opera One, an extensive makeoverof its namesake Chrome-based web browser that includes anative generative AI feature that allows users to ask it tocreate text or computer code and get questions answeredwith greater detail."
758,"""We have contracts with like our vendors that specify howthey use the data, making sure they're not using anypersonal identifying information or reusing any of our datafor regular AI training or model building"", explainedVardhan Dharnidarka, head of AI/ML at ClickUp. News The newly launched ClickUp AI allows users togenerate content, summarize and organize work, via amultitude of generative AI prompts that have been segmentedby job type Productivity platform ClickUp has added a host of new role-based AI capabilities, designed to help boost productivityfor employees across all departments."
759,"Going cold: ""Best of breed"" collaboration apps The debate over ""best of breed"" apps vs. app suites hasexisted for decades. Hot: Communication-enabled workflows A common headache for collaboration app users is the needto frequently switch apps, diverting them from productivework. Feature From generative AI to analytics, the collaborationsoftware landscape is changing fast, but there's more toconsider than just the shiniest new tools Workplace collaboration is vital for the flow of knowledgeacross an organization, and, ultimately, to enableemployees to get work done."
760,"Generative AI is acomplete game changer"", said European Commission Vice PresidentMargrethe Vestager at a meeting of the EU-US Trade and TechnologyCouncil (TTC) in Sweden a day after the open letter waspublished. News While governments across the globe continue to push forward withlegislative frameworks to regulate AI, EU and US lawmakers aim tointroduce an interim code of conduct within weeks to bridge thepolicy gap."
761,"The article focuses on the potential applications of generative Artificial intelligence (AI), such as OpenAI's ChatGPT, in the power sector, including automating tasks, analyzing data, and improving asset performance management, while acknowledging the limitations and challenges."
762,"The article discusses the rise of artificial intelligence (AI) in the chemical engineering industry, highlighting the need for reliable and explainable AI algorithms, the potential of AI to improve sustainability objectives, and the concerns and promises associated with AI technology. It also mentions practical exercises using generative AI in education and seeks feedback from readers regarding their use of AI in engineering."
763,"The usage of generative adversarial networks (GAN)s for synthetic time-series data generation has been gaining popularity in recent years with applications from finance to music composition and processing of textual content. However, beyond their reported success, few comparisons exist with other artificial intelligence (AI) methods or standard mathematical models. Here, we test GANs performance, comparing them with a well-known mathematical model, namely a Markov chain. We implement comparative metrics based on one- and two-point statistics to evaluate the performance of each method. We find that, similarly to other AI approaches, GANs struggle to capture rare events and cross-feature relations and are unable to create synthetic faithful data. GANs are relatively successful in replicating the auto-correlation function, but they still lag significantly behind simple Markov chains. We also provide a qualitative explanation for this limitation of AI approaches. • Generative Adversarial Networks perform worse than Markov models for stochastic data. • Performance of generative networks is only good for simple two-point statistics. • A show-case is presented for eye-gaze trajectories."
764,"In this study, we evaluated the diagnostic accuracy of Google Bard, a generative artificial intelligence (AI) platform. We searched published case reports from our department for difficult or uncommon case descriptions and mock cases created by physicians for common case descriptions. We entered the case descriptions into the prompt of Google Bard to generate the top 10 differential-diagnosis lists. As in previous studies, other physicians created differential-diagnosis lists by reading the same clinical descriptions. A total of 82 clinical descriptions (52 case reports and 30 mock cases) were used. The accuracy rates of physicians were still higher than Google Bard in the top 10 (56.1% vs 82.9%, P <.001), the top 5 (53.7% vs 78.0%, P =.002), and the top differential diagnosis (40.2% vs 64.6%, P =.003). Even within the specific context of case reports, physicians consistently outperformed Google Bard. When it came to mock cases, the performances of the differential-diagnosis lists by Google Bard were no different from those of the physicians in the top 10 (80.0% vs 96.6%, P =.11) and the top 5 (76.7% vs 96.6%, P =.06), except for those in the top diagnoses (60.0% vs 90.0%, P =.02). While physicians excelled overall, and particularly with case reports, Google Bard displayed comparable diagnostic performance in common cases. This suggested that Google Bard possesses room for further improvement and refinement in its diagnostic capabilities. Generative AIs, including Google Bard, are anticipated to become increasingly beneficial in augmenting diagnostic accuracy."
765,"The article focuses on a correction regarding the responsible use of generative AI technologies in scholarly journal publishing, emphasizing the importance of addressing the responsibilities of reviewers to authors and the need for human reviewers in the peer review process."
766,"The article focuses on a correction related to the responsible use of generative Artificial intelligence (AI) technologies in scholarly journal publishing, specifically addressing the responsibilities of reviewers to authors and the importance of using human reviewers in the peer review process."
767,"As the use of artificial intelligence (AI) technologies, particularly generative AI (Gen AI), becomes increasingly prevalent in nursing education, it is paramount to address the ethical implications of their implementation. This article explores the realm of cyberethics (a field of applied ethics that focuses on the ethical, legal, and social implications of cybertechnology), highlighting the ethical principles of autonomy, nonmaleficence, beneficence, justice, and explicability as a roadmap for facilitating AI integration into nursing education. Research findings suggest that ethical dilemmas that challenge these five principles can emerge within the context of nursing education; however, adherence to these very principles, which is essential to improving patient care, can offer solutions to these dilemmas. To ensure the ethical and responsible use of Gen AI in nursing education, these principles must be woven into the fabric of curricula, and appropriate guidelines must be developed. Nurse educators have a pivotal role in strategizing comprehensive approaches for ethical AI integration, establishing clear guidelines, and instilling critical thinking among students. Fostering lifelong learning and adaptability is key to ensuring that future nurses can successfully navigate the constantly evolving landscape of health care technology. Future research should investigate the long-term impacts of AI utilization on learning outcomes and ethical decision-making."
768,"Trauma is the leading cause of death in adults under the age of 45 and the fourth leading cause of death in the United States. Effective delivery of trauma care centers on being well versed in the Advanced Trauma Life Support (ATLS) protocol, which requires high levels of clinical experience. Often this comes from having been exposed to the many permutations of common types of injuries as well as exposed to rarer scenarios, but with potential harm to patients. Case scenarios, which are sequential representations of clinical events, can help trainees receive clinical exposure without harming patients. However authoring case scenarios requires domain expertise, wide experience, and the ability to intelligently respond to inputs, and as such is currently an arduous task. Autoregressive generative models trained on large amounts of clinical data, such as the National Trauma Data Bank (NTDB), pose a possible solution to overcome the cost of authorship while providing broad and accessible clinical experience to trainees. We have developed a Trauma AI model composed of an autoregressive generative model based on the transformer architecture for generating potential case scenario combined with an out-of-domain detection for filtering out less plausible scenarios. The GPT2 model is trained on 1.1 million case scenarios derived from the NTDB data. We demonstrate that Trauma AI is capable of generating realistic case scenarios that encode the ATLS protocol as a latent feature of the sequence of provider interventions, including scenarios that do not have any parallels in the original dataset. We also present an unsupervised means of filtering out unrealistic sequences by identifying out-of-domain sequences, and demonstrate that this improves the realism of the generated case scenarios. • Autoregressive model based on generative language models to create case scenarios for medical simulation. • Demonstration of how autoregressive models can satisfy various needs in authoring case scenarios as well as creating interactive sessions. • Present a method for conversion of large public datasets to learnable format. • Utilized out of domain classifier to improve realism of generated sequences."
769,"This article outlines what a successful artificial intelligence digital humanities (AI DH) curriculum entails and why it is so critical now. Artificial intelligence is rapidly reshaping our world and is poised to exacerbate long-standing crises including (1) the crisis of higher education and the humanities, (2) the lack of diversity, equity and inclusion (DEI) in computer science and technology fields and (3) the wider social and economic crises facilitated by new technologies. We outline a number of ways in which an AI DH curriculum offers concrete and impactful responses to these many crises. AI DH yields meaningful new avenues of research for the humanities and the humanistic social sciences, and offers new ways that higher education can better prepare students for the world into which they graduate. DEI metrics show how an AI DH curriculum can engage students traditionally underserved by conventional STEM courses. Finally, AI DH educates all students for civic engagement in order to address both the social and economic impacts of emerging AI technologies. This article provides an overview of an AI DH curriculum, the motivating theory behind design decisions, and a detailed look into two sample courses."
770,"The novel discipline of prompt-engineering is a combination of artificial intelligence, linguistics, and user experience design. Crafting effective prompts for AI models like OpenAI's GPT can optimize the quality of generated output, especially in reference services. The article explains the CLEAR Framework--a guiding tool that incorporates principles of conciseness, logic, explicitness, adaptability, and reflectiveness in prompt crafting. Despite challenges including biases, ethical concerns, and keeping up with rapidly evolving AI capabilities, the field also presents opportunities for growth. The article concludes with a call to action for library professionals to embrace and master prompt-engineering as an essential skill."
771,"Data-driven methods for predicting and evaluating microstructural characteristics have attracted significant attention owing to recent developments in artificial intelligence (AI). In high-temperature deformation processes, the microstructure changes nonlinearly, according to the causal relationship with the deformation history in the form of time series. This makes it difficult to predict the microstructural evolution using existing AI generative models, in which time-series data are not used as an input. Therefore, herein we proposed a novel method to establish a connection between the time series deformation history and the latent vector of the AI generative model. To this end, the dynamic recrystallization (DRX) fraction and DRX grain size of a microstructure were calculated based on the deformation history, which included the temperature, strain, and strain rate, using the finite element method (FEM) combined with a DRX kinetic model. By applying the calculated DRX fraction and DRX grain size as label data, a conditional deep convolutional generative adversarial network was trained to generate microstructures. It was confirmed that the microstructural evolution due to the deformation history can be realistically reproduced. Furthermore, by comparing the average grain size and grain size distribution of the synthetic and actual microstructures, it was proven that the proposed model can be used to accurately predicts not only the shapes but also the quantitative features of microstructures. The results of this study demonstrate that FEM and AI technologies can be used sequentially to simulate the microstructural evolution as photorealistic images."
772,"The article presents the discussion on concept of academic integrity and the use of generative AI in written work created a significant disconnect. Topics include availability of AI tools for writing assistance presenting an opportunity for enhancing their work and improving efficiency; and investing in AI-powered plagiarism detection tools and training faculty members for recognizing signs of AI assistance."
773,"The article focuses on the impact of generative artificial intelligence (AI) tools like ChatGPT on higher education, examining the concerns and opportunities they present in terms of authentic learning, academic integrity, and instructional design."
774,"The article shows developments in the field of artificial intelligence (AI) despite a downturn in the technology industry. It informs about investors' capital spending in generative AI startups including Jasper, Stability AI, Character A.I., Replika and You.com in 78 deals in 2022, as well as several AI developments such as the DALL-E system and ChatGPT from OpenAI. It raises concern about generative AI copyright and competitive advantage of high technology firms over startups."
775,"The article focuses on a generative artificial intelligence (AI) technology that can help create songs with the help of computers without the necessary musical knowledge and training. Topics include music companies using this AI platform such as Boomy, Soundful and BandLab's SongStarter, the anxiety generated by this technology breakthrough among professional musicians, producers and others in the recorded-music industry, and the debate over the ethical and legal use of AI-generated music."
776,"The article focuses on the global economic outlook, climate change's impact on the economy, the G20 meeting on finance, the Asia-Pacific region's contribution to economic growth, the war in Ukraine's effects on the global economy, and the impact of generative AI on hiring in the investment management industry."
777,"The article focuses on artificial intelligence (AI), Chat Generative Pre-Trained Transformer (ChatGPT), in academic libraries. It explains how it can help with things like finding relevant articles and generating engaging courses. However, it raises questions about the model's biases and the risk of replacing human librarians. Academic librarians should use ChatGPT with caution and transparency to augment their services and accord with their objective of serving users' information needs."
778,"The article focuses on use of generative artificial intelligence (AI) such as ChatGPT for lawyers to perform a variety of tasks including due diligence, research and data analytics. It also presents views of Richard Susskind, technology adviser to the Lord Chief Justice of England, related to the use of AI to change their billing practices."
779,"The article focuses on the increasing adoption of generative artificial intelligence (AI) by different groups with an initial benefit for software developers and consumers in 2021-2023 and a shift towards technology giants in 2023. Topics include the evolving impact on share prices of major tech companies, the expected surge in enterprise adoption as companies outside the technology sector seek to cut costs and enhance productivity in 2024, and the factors driving this shift."
780,"The article discusses the potential of generative Artificial Intelligence (AI) in business, highlighting its promise and applications in customer operations, marketing, software engineering, and research. While major companies are experimenting with AI, many businesses remain cautious or reluctant due to concerns about technology glitches, legal risks, outdated systems, and worker resistance."
781,"The article discusses the declining customer satisfaction in recent years, despite the trend of companies claiming to be customer-centric. Several factors, including increased market concentration and the use of technology like chatbots and automation, have contributed to this decline. While generative artificial intelligence (AI) offers more human-like interactions, it may not be a complete substitute for human agents but can act as a complement to them, leading to increased productivity."
782,"The article discusses the use of generative AI, specifically ChatGPT, in the classroom and the need for educators to understand and harness its potential. The author emphasizes the importance of providing examples, training, and guidance on how to integrate AI into the curriculum, highlighting the value of teaching students to verify information sources and evaluate the truth in an era of misinformation."
783,"The article discusses the impact of generative artificial intelligence (AI) on the U.S.elections in 2024. Topics include the fear that AI-generated disinformation campaigns could supercharge the spread of false information; concerns about the quantity and quality of disinformation; the challenges of regulating AI-generated content on social media platforms; risks to the integrity of elections; and emphasizing that voters are hard to persuade on salient political issues."
784,"The article discusses the use of artificial intelligence (AI) generative adversarial network (GAN) algorithm known as BigGAN by the DeepMind technology company, with a particular focus on BigGAN's ability to create nature photography."
785,"The article discusses the American multinational technology company Facebook's development of artificial intelligence (AI) algorithm known as generative adversarial networks (GANs) to design clothing, referencing an article coauthored by Camille Couprie located at arxiv.org/abs/1804.00921. An overview of AI's creative ability in fashion design is provided."
